codigoinstitucion;nombreinstitucion;codigodepartinstitucion;nombredepartinstitucion;codigomunicipioinstitucion;nombremunicipioinstitucion;codigoorigeninstitucional;nombreorigeninstitucional;codigocaracteracademico;nombrecaracteracademico;codigoprograma;nombreprograma;codigodepartprograma;nombredepartprograma;codigomunicipioprograma;nombremunicipioprograma;codigoestadoprograma;nombreestadoprograma;cantidadcreditos;fechaacreditacion;codigoareaconocimiento;nombreareaconocimiento;codigometodologia;nombremetodologia;codigonbc;nombrenbc;codigonivelformacion;nombrenivelformacion;codigonivelacademico;nombrenivelacademico;codigoperiodicidad;nombreperiodicidad;cantidadperiodos;numeroresolucionacreditacion;codigotipoacreditacion;nombretipoacreditacion;aniosacreditados;nombretituloobtenido;fechacreacion
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;103;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN GESTION DE MERCADEO;15/01/2013
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;100;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN GESTION EN FINANZAS;10/10/2012
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;97;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;3;Trimestral;12;NA;2;Registro calificado;7;TECNOLOGO EN GESTION FINANCIERA;21/06/2007
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;97;NA;6;Economía administración contaduría y afines;3;Virtual;612;Contaduría pública;5;Tecnológica;1;Pregrado;3;Trimestral;10;NA;2;Registro calificado;7;TECNÓLOGO EN GESTIÓN FINANCIERA;15/12/2009
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;99;NA;8;Ingeniería arquitectura urbanismo y afines;3;Virtual;827;Ingeniería de sistemas telemática y afines;5;Tecnológica;1;Pregrado;3;Trimestral;10;NA;2;Registro calificado;7;TECNÓLOGO EN INFORMATICA;7/12/2009
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;3;Trimestral;12;NA;4;n/a;NA;TECNOLOGO EN MERCADEO DE SERVICIOS FINANCIEROS;NA
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68;Santander;68001;Bucaramanga;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNOLOGO EN MERCADOTECNIA;NA
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8;Atlántico;8001;Barranquilla;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNOLOGO EN MERCADOTECNIA;NA
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;103;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;8;TECNOLOGO EN MERCADOTECNIA;1/04/2014
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68;Santander;68001;Bucaramanga;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNOLOGO EN MERCADOTECNIA;NA
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;99;NA;6;Economía administración contaduría y afines;3;Virtual;611;Economía;5;Tecnológica;1;Pregrado;3;Trimestral;10;NA;2;Registro calificado;7;TECNÓLOGO EN MERCADOTECNIA;7/12/2009
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;100;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;827;Ingeniería de sistemas telemática y afines;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN REDES Y SEGURIDAD INFORMATICA;19/04/2013
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;95;NA;8;Ingeniería arquitectura urbanismo y afines;1;Presencial;827;Ingeniería de sistemas telemática y afines;5;Tecnológica;1;Pregrado;3;Trimestral;12;NA;2;Registro calificado;7;TECNOLOGO EN SISTEMAS;4/12/2006
3703;INSTITUCION UNIVERSITARIA ESCOLME;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;99;NA;8;Ingeniería arquitectura urbanismo y afines;3;Virtual;827;Ingeniería de sistemas telemática y afines;5;Tecnológica;1;Pregrado;3;Trimestral;10;NA;4;n/a;NA;TECNÓLOGO EN SISTEMAS;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5045;Apartadó;1;Activo;143;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;85;ADMINISTRADOR COMERCIAL Y DE MERCADEO;6/12/2013
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5250;El Bagre;2;Inactivo;98;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNÓLOGO EN MERCADEO;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;143;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;ADMINISTRADOR COMERCIAL Y DE MERCADEO;18/12/2019
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;143;NA;6;Economía administración contaduría y afines;3;Virtual;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;ADMINISTRADOR COMERCIAL Y DE MERCADEO;15/03/2017
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;145;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;ADMINISTRADOR DE EMPRESAS;11/12/2019
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;167;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;3;NA;2;Registro calificado;8;ADMINISTRADOR FINANCIERO;24/01/2014
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;151;NA;Sin clasificar;Sin clasificar;3;Virtual;Sin clasificar;Sin clasificar;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;ADMINISTRADOR FINANCIERO;19/02/2021
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;158;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;PROFESIONAL EN ADMINISTRACIÓN LOGÍSTICA;15/04/2015
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;30;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN GERENCIA DE MERCADEO;28/12/2007
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;30;NA;6;Economía administración contaduría y afines;2;A distancia;69;Administración;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;2;Registro calificado;5;ESPECIALISTA EN GERENCIA DE MERCADEO;28/12/2007
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;30;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN GERENCIA DE MERCADEO;11/09/2014
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;30;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;4;n/a;NA;ESPECIALISTA EN GERENCIA DE NEGOCIOS INTERNACIONALES;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;24;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;2;Registro calificado;8;ESPECIALISTA EN GERENCIA DE PROYECTOS;1/04/2014
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;25;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;85;ESPECIALISTA EN GERENCIA FINANCIERA;6/12/2013
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;29;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN GERENCIA LOGÍSTICA INTERNACIONAL;3/07/2020
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;28;NA;Sin clasificar;Sin clasificar;1;Presencial;Sin clasificar;Sin clasificar;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN GERENCIA PROSPECTIVA Y ESTRATÉGICA;21/02/2020
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;31;NA;6;Economía administración contaduría y afines;3;Virtual;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN LEGISLACIÓN ADUANERA;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;31;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;7;ESPECIALISTA EN LEGISLACIÓN ADUANERA;15/04/2015
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;26;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;2;Registro calificado;5;ESPECIALISTA EN PROSPECTIVA;10/10/2008
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;26;NA;6;Economía administración contaduría y afines;3;Virtual;69;Administración;1;Especialización universitaria;2;Posgrado;2;Semestral;2;NA;4;n/a;NA;ESPECIALISTA EN PROSPECTIVA;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;30;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;1;Anual;1;NA;2;Registro calificado;7;ESPECIALISTA EN VALORACIÓN INMOBILIARIA;19/05/2017
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización tecnológica;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA TECNOLOGICO EN GERENCIA DE LA SEGURIDAD SOCIAL INTEGRAL;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización tecnológica;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;TECNOLOGO ESPECIALIZADO EN GERENCIA DE MERCADEO;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización tecnológica;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;TECNOLOGO ESPECIALIZADO EN GERENCIA DE PROYECTOS;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;19;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización universitaria;2;Posgrado;5;Cuatrimestral;3;NA;2;Registro calificado;7;TECNOLOGO ESPECIALISTAEN GERENCIA DE LA LOGISTICA INTERNACIONAL;28/07/2005
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización tecnológica;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;TECNOLOGO ESPECIALIZADO EN NEGOCIOS INTERNACIONALES;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;1;Especialización tecnológica;2;Posgrado;2;Semestral;3;NA;4;n/a;NA;ESPECIALISTA TECNOLOGICO EN PROSPECTIVA ORGANIZACIONAL;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;48;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;2;Maestría;2;Posgrado;2;Semestral;4;NA;2;Registro calificado;7;MAGISTER EN FINANZAS;5/08/2014
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;46;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;2;Maestría;2;Posgrado;2;Semestral;4;NA;2;Registro calificado;7;MAGISTER EN LOGÍSTICA INTEGRAL;11/05/2020
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;46;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;2;Maestría;2;Posgrado;2;Semestral;4;NA;2;Registro calificado;7;MAGISTER EN MERCADEO;4/02/2019
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;46;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;2;Maestría;2;Posgrado;2;Semestral;4;NA;2;Registro calificado;7;MAGISTER EN NEGOCIOS INTERNACIONALES;4/02/2019
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;156;NA;Sin clasificar;Sin clasificar;3;Virtual;Sin clasificar;Sin clasificar;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;NEGOCIADOR INTERNACIONAL;1/06/2020
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;156;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;9;NA;2;Registro calificado;7;NEGOCIADOR INTERNACIONAL;16/12/2019
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;48;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;6;Universitaria;1;Pregrado;2;Semestral;3;NA;2;Registro calificado;7;PROFESIONAL EN NEGOCIOS INTERNACIONALES;11/07/2005
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;78;NA;6;Economía administración contaduría y afines;3;Virtual;69;Administración;4;Formación técnica profesional;1;Pregrado;2;Semestral;4;NA;2;Registro calificado;7;TÉCNICO PROFESIONAL EN GESTIÓN LOGÍSTICA DEL TRANSPORTE;22/09/2010
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;96;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;3;Acreditación de alta calidad;7;TECNOLOGO EN ADMINISTRACION Y FINANZAS;5/07/2013
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5045;Apartadó;2;Inactivo;96;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNOLOGO EN ADMINISTRACION Y FINANZAS;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;100;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;3;Acreditación de alta calidad;5;TECNOLOGO EN COMERCIO INTERNACIONAL;30/09/2016
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5045;Apartadó;2;Inactivo;101;NA;6;Economía administración contaduría y afines;1;Presencial;611;Economía;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNOLOGO EN COMERCIO INTERNACIONAL;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5837;Turbo;2;Inactivo;101;NA;6;Economía administración contaduría y afines;1;Presencial;611;Economía;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNÓLOGO EN COMERCIO INTERNACIONAL;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5615;Rionegro;2;Inactivo;101;NA;6;Economía administración contaduría y afines;1;Presencial;611;Economía;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNÓLOGO EN COMERCIO INTERNACIONAL;24/11/2006
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;97;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;3;Acreditación de alta calidad;6;TECNOLOGO EN GESTION DE MERCADEO;17/07/2020
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;97;NA;Sin clasificar;Sin clasificar;3;Virtual;Sin clasificar;Sin clasificar;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN GESTI¿N DE MERCADEO;31/03/2021
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;1;Activo;102;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN GESTION LOGISTICA;24/02/2021
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;102;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN GESTION LOGISTICA;14/03/2013
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;112;NA;6;Economía administración contaduría y afines;3;Virtual;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN GESTIÓN LOGÍSTICA INTEGRAL;22/09/2010
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;108;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNOLOGO EN LOGISTICA INTEGRAL;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;108;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;6;Sin definir;NA;NA;2;Registro calificado;7;TECNOLOGO EN LOGISTICA INTEGRAL;26/12/2005
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5615;Rionegro;2;Inactivo;98;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN MERCADEO;12/07/2006
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5001;Medellín;2;Inactivo;NA;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;4;n/a;NA;TECNOLOGO EN MERCADEO;NA
3720;FUNDACION UNIVERSITARIA ESUMER;5;Antioquia;5001;Medellín;2;Privado;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5;Antioquia;5042;Santa Fé de Antioquia;2;Inactivo;98;NA;6;Economía administración contaduría y afines;1;Presencial;69;Administración;5;Tecnológica;1;Pregrado;2;Semestral;6;NA;2;Registro calificado;7;TECNOLOGO EN MERCADEO;12/07/2006
